'UNK', 'unknown', 'None', 'NULL', 'None', 'None', 'None', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F188', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F189', 'None', 'polymerase (RdRp)', 'NULL', 'NULL', 'NULL', 'F189_A: Zn finger Nterm F189_B: Shorter Nterm', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F190', 'helicase super family I', 'metal binding; helicase', 'Coronaviridae;Coronavirus ', 'SF1', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F191', 'None', 'nuclease ExoN', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F192', 'None', 'endoRNase', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F193', 'None', 'methyltransferase', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F194', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F195', 'main protease (serine/cysteine protease)', 'protease ', 'Coronaviridae', 'NULL', 'NULL', 'NULL', 'Trypsin-like serine', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'protease', 0
'IC18', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'IC19', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'IC20', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'IC21', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F196', 'None', 'None', 'NULL', 'NULL', 'have Hyrophobic Domain', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F197', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F198', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'S87', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'M19', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'S88', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'spike', 0
'S89', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'S90', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'spike', 0
'S91', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'S92', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'S93', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F199', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F200', 'X domain', 'None', 'NULL', 'NULL', 'associated PL1 domain in coronavirus', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F201', 'PLP1 domain (protease papaine like)', 'protease', 'Coronaviridae', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F202', 'Y domain', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F203', 'PLP2 (protease papaine like)', 'protease ', 'Coronaviridae', 'CA', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F204', 'acid domain', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F205', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'nd', 0
'F206', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'NF', 'No Fold', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F207', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F208', 'acid domain', 'None', 'NULL', 'NULL', 'None', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F209', 'Unique Domain', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F210', 'None', 'NULL', 'NULL', 'NULL', 'None', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', '0'
'F211', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F212', 'None', 'NULL', 'NULL', 'NULL', 'hydrophobic protein', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'hydrophobic', 0
'F213', 'hydrophobic', 'cofactor protease', 'NULL', 'NULL', 'NS2B-NS3 = functional protease', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'hydrophobic', 0
'S94', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'S95', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F214', 'None', 'NULL', 'NULL', 'NULL', 'hydrophobic protein', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'hydrophobic', 0
'S96', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'S97', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'S98', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'S99', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'S100', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F215', 'None', 'NULL', 'NULL', 'NULL', 'hydrophobic protein', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'hydrophobic', 0
'F216', 'serine peptidase', 'protease', 'Flavivirdae; Hepacivirus and unclassified', 'PA(S)', 'NULL', 'NULL', 'beta barrel', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'protease', 0
'F217', 'hydrophobic', 'cofactor protease', 'NULL', 'NULL', 'NS2B-NS3 = functional protease', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'hydrophobic', 0
'F218', 'hydrophobic', 'cofactor protease', 'NULL', 'NULL', 'NS2B-NS3 = functional protease', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'hydrophobic', 0
'F219', 'super family II', 'helicase', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'helicase', 0
'S101', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'S102', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'nd', 0
'S103', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'S104', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'S105', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'S106', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'S107', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'M20', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'nd', 0
'F220', 'Cysteine protease', 'protease', 'Arteriviridae', 'CA', 'WARNING on the limits ', 'SAME protease familly as F37', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F221', 'Cysteine protease', 'protease', 'Arteriviridae', 'CA', 'Active protease', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F222', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F223', 'Proteinase (Chymotrypsin-Like serine)', 'protease ', 'Arteriviridae', 'PA(S)', 'NULL', 'NULL', 'beta barrel', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'protease', 0
'F224', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'S108', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F225', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F226', 'protease cofactor', 'None', 'NULL', 'NULL', 'None', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F227', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F228', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F229', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F230', 'None', 'polymerase (RdRp)', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'polymerase', 0
'PS', 'Peptide Signal', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F233', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'IC1', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'IC2', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'IC3', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'IC4', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'IC5', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'IC6', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'IC7', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'IC8', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'IC9', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'IC10', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'IC11', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'IC12', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'IC13', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'IC14', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'IC15', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'IC16', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'IC17', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'EX', 'EXtremity', 'None', 'NULL', 'NULL', 'NULL', 'short EXtremity of the protein', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F234', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'DISF4', 'N-tail', 'NULL', 'NULL', 'NULL', 'Ntail: function of recruitment of P (and thus, complex L-P)', 'None', 'None', 'yes', 'encapsidation of the genomic and anti-genomic ARN', 'NULL', 'NULL', 'NULL', 'NULL', 'disorder', 1
'IC22', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'IC23', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F236', 'PMD', 'NULL', 'NULL', 'NULL', 'None', 'PMD domain: multimerization domain', 'coiled-coil', 'yes', 'NULL', 'polymerase co-factor', 'NULL', 'NULL', 'NULL', 'multimerization domain', 1
'F237', 'No binding region', 'NULL', 'NULL', 'NULL', 'Region of interaction between the Phosphoprotein and monomeric form of Nucleoprotein.', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'nd', 1
'S109', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'nd', 0
'S110', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'nd', 0
'S111', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'nd', 0
'F238', 'X domain', 'NULL', 'NULL', 'NULL', 'None', 'None', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'X domain', 1
'F239', 'None', 'transcription antitermination factor', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'transcription antitermination factor', 1
'DIS', 'DISORDER', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'S112', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F240', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F241', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'S113', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'yes', 'membrane protein', 'NULL', 'NULL', 'NULL', 'NULL', 'membrane protein', 0
'S114', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'glycoprotein', 0
'S115', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'S117', 'None', 'NULL', 'NULL', 'NULL', 'domaine cytoplasmique', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F242', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F243', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F244', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F258', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F257', 'None', 'NULL', 'NULL', 'NULL', 'hydrophobic protein', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'hydrophobic', 0
'F256', 'None', 'NULL', 'NULL', 'NULL', 'None', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', '0'
'F255', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F254', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F253', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F245', 'acid domain', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F246', 'None', 'PLP1 no active', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F247', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F248', 'None', 'PLP1', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F249', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F250', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F251', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F252', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F122', 'PMD (probable)', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'probable multimerization domain', 1
'F235', 'Npro', 'protease-endopeptidase', 'Pestivirus', 'C', 'Active site residues occur in the order E, H, C in the sequence which is unlike that in any other family.', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F4', 'serine peptidase', 'protease', 'Flaviviridae; Pestivirus', 'PA(S)', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F40', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F30', 'serine protease', 'protease', 'Orthomyxoviridae', 'S-', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'protease', 1
'F31', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'nd', 1
'F32', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'nd', 1
'F39', 'Cysteine protease', 'protease', 'Arteriviridae', 'CA', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F38', 'Cysteine peptidase', 'protease', 'Arterivirdae', 'CA', 'No activity if F221 is present', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F37', 'Cysteine peptidase', 'protease', 'Arteriviridae', 'CA', 'None', 'SAME protease familly as F220', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F41', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'DISS1', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'yes', 'membrane protein', 'NULL', 'NULL', 'NULL', 'NULL', 'disorder (membrane protein)', 0
'S69', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'Treonine rich region; PROBLEMATIC REGION : strong prediction of DISORDER REGION', 'None', 'yes', 'virion attachment', 'NULL', 'NULL', 'NULL', 'NULL', 'glycoprotein', 0
'DISF13', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'disorder', 0
'DISF12', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'disorder', 1
'DISF14', 'None', 'NULL', 'NULL', 'NULL', 'This family consists of several Paramyxovirus structural protein V sequences from the Nipah and Hendra virus.', 'None', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'disorder', 1
'DISF15', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'disorder', 1
'DISF16', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'disorder', 0
'DISF18', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'disorder', 0
'DISF17', 'nucleocapsid', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'yes', 'encapsidation of the genomic and anti-genomic ARN', 'NULL', 'NULL', 'NULL', 'NULL', 'disorder', 1
'DISF19', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'disorder', 1
'DISF20', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'disorder', 0
