1, 'NP_112021.1', 'NC_002728', '13559809', 'N', 'None', '1', 532, 'Reference'
612, 'NP_899654.1', 'NC_005084', 'None', 'Np', 'None', '1', 471, 'Reference'
613, 'NP_899655.1', 'NC_005084', 'None', 'X', 'None', '1', 167, 'Reference'
614, 'NP_899656.1', 'NC_005084', 'None', 'P', 'None', '1', 429, 'Reference'
615, 'NP_899657.1', 'NC_005084', 'None', 'V', 'None', '1', 227, 'Reference'
616, 'NP_899658.1', 'NC_005084', 'None', 'M', 'None', '1', 351, 'Reference'
617, 'NP_899659.1', 'NC_005084', 'None', 'F', 'None', '1', 545, 'Reference'
618, 'NP_899660.1', 'NC_005084', 'None', 'Hn', 'None', '1', 564, 'Reference'
619, 'NP_899661.1', 'NC_005084', 'None', 'L', 'None', '1', 2181, 'Reference'
620, 'NP_041255', 'NC_001512', 'None', 'None', 'None', '1', 1247, 'Reference'
621, 'NP_062879', 'NC_001544', 'None', 'None', 'None', '1', 2480, 'Reference'
622, 'NP_062880', 'NC_001544', 'None', 'None', 'None', '1', 1254, 'Reference'
623, 'NP_062883', 'NC_001545', 'None', 'None', 'None', '1', 2205, 'Reference'
624, 'NP_062884', 'NC_001545', 'None', 'None', 'None', '1', 1063, 'Reference'
625, 'NP_062888', 'NC_001547', 'None', 'None', 'None', '1', 2513, 'Reference'
626, 'NP_062889', 'NC_001547', 'None', 'None', 'None', '1', 1896, 'Reference'
627, 'NP_062890', 'NC_001547', 'None', 'None', 'None', '1', 1245, 'Reference'
628, 'NP_054023', 'NC_001786', 'None', 'None', 'None', '1', 1794, 'Reference'
629, 'NP_597797', 'NC_001786', 'None', 'None', 'None', '1', 539, 'Reference'
630, 'NP_054024', 'NC_001786', 'None', 'None', 'None', '1', 1239, 'Reference'
631, 'NP_047209', 'NC_001924', 'None', 'None', 'None', '1', 2513, 'Reference'
632, 'NP_047210', 'NC_001924', 'None', 'None', 'None', '1', 1247, 'Reference'
633, 'NP_463457', 'NC_003215', 'None', 'None', 'None', '1', 2431, 'Reference'
634, 'NP_463458', 'NC_003215', 'None', 'None', 'None', '1', 1253, 'Reference'
635, 'NP_579968', 'NC_003417', 'None', 'None', 'None', '1', 2437, 'Reference'
636, 'NP_579970', 'NC_003417', 'None', 'None', 'None', '1', 1242, 'Reference'
637, 'NP_598184', 'NC_003433', 'None', 'None', 'None', '1', 2593, 'Reference'
638, 'NP_598185', 'NC_003433', 'None', 'None', 'None', '1', 1322, 'Reference'
639, 'NP_632020', 'NC_003899', 'None', 'None', 'None', '1', 1878, 'Reference'
640, 'NP_632021', 'NC_003899', 'None', 'None', 'None', '1', 608, 'Reference'
641, 'NP_632022', 'NC_003899', 'None', 'None', 'None', '1', 1241, 'Reference'
642, 'NP_632023', 'NC_003900', 'None', 'None', 'None', '1', 2498, 'Reference'
643, 'NP_632024', 'NC_003900', 'None', 'None', 'None', '1', 1244, 'Reference'
644, 'NP_640330', 'NC_003908', 'None', 'None', 'None', '1', 2467, 'Reference'
645, 'NP_640331', 'NC_003908', 'None', 'None', 'None', '1', 1236, 'Reference'
646, 'NP_647496', 'NC_003930', 'None', 'None', 'None', '1', 2601, 'Reference'
647, 'NP_647497', 'NC_003930', 'None', 'None', 'None', '1', 1320, 'Reference'
648, 'NP_690588', 'NC_004162', 'None', 'None', 'None', '1', 2474, 'Reference'
649, 'NP_690589.2', 'NC_004162', 'None', 'None', 'None', '1', 1248, 'Reference'
651, 'NP_859426.1', 'NC_004915', 'None', 'None', 'None', '1', 2330, 'Reference'
652, 'YP_024315.1', 'NC_011450', 'None', 'None', 'None', '1', 2332, 'Reference'
653, 'NP_658990.1', 'NC_004004', 'None', 'None', 'None', '1', 2322, 'Reference'
